5,0,2,0.15025
5,0,2,0.20287
6,0,3,0.7475
7,0,2,0.93525
1,0,3,0.34025
1,1,4,0.164
5,1,2,0.14188
1,1,4,0.14525
1,1,4,0.21775
3,0,3,0.20863
2,1,4,0.14
2,1,3,0.18588
5,1,2,0.18425
4,1,2,0.21
3,0,3,0.21275
6,0,2,0.22537
4,0,2,0.80563
5,1,2,0.76062
3,0,4,0.58437
3,0,4,0.90363
3,0,3,0.48287
3,0,5,0.32425
3,0,3,0.93788
1,1,4,0.92712
3,0,4,0.34887
7,0,4,0.23325
3,0,4,0.36938
4,1,4,0.46
7,0,2,0.73088
7,0,2,0.77312
6,0,2,0.35938
3,0,3,0.51525
7,0,2,0.73275
5,1,2,1.0196
1,1,1,0.7075
